Plot ,Treatment,Tag ,Species me,  Habit,Psi_pd,Psi_md,An,gs,WUE,SM,day,month,year,date
1,unwatereded,1,Doliocarpus major ,lia,-1.693,-4.862,,,,17.2398,3,4,2015,4/3/2015
1,unwatereded,1,Doliocarpus major ,lia,-2.59,-3.007,,,,17.871,2,3,2015,3/2/2015
1,unwatereded,1,Doliocarpus major ,lia,-0.464,-1.163,,,,21.816,12,5,2015,5/12/2015
1,unwatereded,1,Doliocarpus major ,lia,-0.142,-0.732,,,,57.8996,3,9,2015,9/3/2015
1,unwatereded,4,Paullinia pinta  ,lia,-0.72,-2.264,,,,16.556,11,4,2015,4/11/2015
1,unwatereded,4,Paullinia pinta  ,lia,-0.286,-2.363,,,,19.2912,2,3,2015,3/2/2015
1,unwatereded,4,Paullinia pinta  ,lia,-0.521,-1.564,,,,23.4992,12,5,2015,5/12/2015
1,unwatereded,4,Paullinia pinta  ,lia,-0.17,-1.004,,,,49.431,3,9,2015,9/3/2015
1,unwatereded,4,Paullinia pinta  ,lia,-0.061,-0.851,15.5,0.385,40.25974026,,13,10,2015,10/13/2015
1,unwatereded,6,Termilia amazonia  ,tree,-0.681,-2.267,,,,16.03,7,4,2015,4/7/2015
1,unwatereded,6,Termilia amazonia  ,tree,-0.702,-1.827,,,,20.8692,4,3,2015,3/4/2015
1,unwatereded,6,Termilia amazonia  ,tree,-0.053,-0.719,,,,27.9702,4,5,2015,5/4/2015
1,unwatereded,6,Termilia amazonia  ,tree,-0.041,-0.617,,,,54.2176,3,9,2015,9/3/2015
1,unwatereded,6,Termilia amazonia  ,tree,-0.042,-0.341,12.9,0.472,27.33050847,,13,10,2015,10/13/2015
1,unwatereded,7,Doliocarpus major ,lia,-2.687,-4.452,,,,18.3444,13,3,2015,3/13/2015
1,unwatereded,7,Doliocarpus major ,lia,-1.661,-4.942,,,,18.5548,8,4,2015,4/8/2015
1,unwatereded,7,Doliocarpus major ,lia,-0.485,-1.108,,,,26.55,5,5,2015,5/5/2015
1,unwatereded,7,Doliocarpus major ,lia,-0.16,-0.629,,,,55.0066,3,9,2015,9/3/2015
1,unwatereded,7,Doliocarpus major ,lia,-0.082,-0.366,12.9,0.311,41.47909968,,13,10,2015,10/13/2015
1,unwatereded,14,Swietenia macrophylla ,tree,-0.15,-1.098,14.8,0.312,47.43589744,,13,10,2015,10/13/2015
1,unwatereded,18,Swietenia macrophylla ,tree,-1.942,-2.839,,,,17.9236,3,3,2015,3/3/2015
1,unwatereded,18,Swietenia macrophylla ,tree,-3.55,-3.562,,,,18.3444,11,4,2015,4/11/2015
1,unwatereded,18,Swietenia macrophylla ,tree,-0.544,-1.205,,,,22.6576,9,5,2015,5/9/2015
1,unwatereded,18,Swietenia macrophylla ,tree,-0.335,-0.573,,,,51.272,3,9,2015,9/3/2015
1,unwatereded,22,Machaerium milleflorum ,lia,-0.792,-2.045,,,,15.9248,7,4,2015,4/7/2015
1,unwatereded,22,Machaerium milleflorum ,lia,-0.182,-1.917,,,,16.8716,6,3,2015,3/6/2015
1,unwatereded,22,Machaerium milleflorum ,lia,-0.345,-1.049,,,,23.8148,5,5,2015,5/5/2015
1,unwatereded,22,Machaerium milleflorum ,lia,-0.169,-1.401,,,,54.6384,3,9,2015,9/3/2015
1,unwatereded,23,Callichlamys latifolia  ,lia,-0.257,-0.813,11.4,0.396,28.78787879,,13,10,2015,10/13/2015
1,unwatereded,25,Maripa pamensis  ,lia,-0.755,-1.595,,,,15.6618,9,3,2015,3/9/2015
1,unwatereded,25,Maripa pamensis  ,lia,-0.849,-1.391,,,,16.9242,11,4,2015,4/11/2015
1,unwatereded,25,Maripa pamensis  ,lia,-0.455,-1.042,,,,27.3916,5,5,2015,5/5/2015
1,unwatereded,25,Maripa pamensis  ,lia,-0.091,-0.899,,,,54.2702,3,9,2015,9/3/2015
1,unwatereded,41,Hura crepitans  ,tree,-0.238,-0.405,14.4,0.645,22.3255814,,13,10,2015,10/13/2015
1,unwatereded,44,Crescentia cujete  ,tree,-0.232,-0.81,10.5,0.286,36.71328671,,13,10,2015,10/13/2015
1,unwatereded,50,Davilla kunthii,lia,-1.364,-2.001,,,,17.2924,8,4,2015,4/8/2015
1,unwatereded,50,Davilla kunthii,lia,-0.403,-2.213,,,,18.1866,6,3,2015,3/6/2015
1,unwatereded,50,Davilla kunthii,lia,-0.341,-0.984,,,,19.186,12,5,2015,5/12/2015
1,unwatereded,50,Davilla kunthii,lia,-0.058,-0.943,,,,46.6958,3,9,2015,9/3/2015
1,unwatereded,50,Davilla kunthii,lia,-0.098,-0.853,17.7,0.384,46.09375,,13,10,2015,10/13/2015
1,unwatereded,60,Machaerium milleflorum ,lia,-0.605,-1.677,5.49,0.056,98.03571429,18.134,6,4,2015,4/6/2015
1,unwatereded,60,Machaerium milleflorum ,lia,-0.702,-2.384,,,,19.9224,7,3,2015,3/7/2015
1,unwatereded,60,Machaerium milleflorum ,lia,-0.262,-0.873,,,,32.2308,5,5,2015,5/5/2015
1,unwatereded,60,Machaerium milleflorum ,lia,-0.214,-1.301,,,,54.5332,3,9,2015,9/3/2015
1,unwatereded,60,Machaerium milleflorum ,lia,-0.085,-0.397,7.38,0.211,34.97630332,,13,10,2015,10/13/2015
1,unwatereded,61,Termilia amazonia  ,tree,-1.005,-1.975,,,,18.397,4,4,2015,4/4/2015
1,unwatereded,61,Termilia amazonia  ,tree,-0.966,-1.369,,,,19.712,9,3,2015,3/9/2015
1,unwatereded,61,Termilia amazonia  ,tree,-0.246,-0.582,,,,23.8674,8,5,2015,5/8/2015
1,unwatereded,61,Termilia amazonia  ,tree,-0.139,-0.821,,,,52.1136,3,9,2015,9/3/2015
1,unwatereded,75,Dipteryx oleifera  ,tree,-1.001,-3.638,,,,19.2912,11,4,2015,4/11/2015
1,unwatereded,75,Dipteryx oleifera  ,tree,-2.345,-3.283,,,,21.9738,7,3,2015,3/7/2015
1,unwatereded,75,Dipteryx oleifera  ,tree,-0.218,-1.301,,,,26.6552,8,5,2015,5/8/2015
1,unwatereded,75,Dipteryx oleifera  ,tree,-0.183,-1.262,,,,49.3784,3,9,2015,9/3/2015
1,unwatereded,75,Dipteryx oleifera  ,tree,-0.075,-0.59,8.94,0.249,35.90361446,,13,10,2015,10/13/2015
1,unwatereded,82,Maripa pamensis  ,lia,-0.769,-1.869,,,,19.2386,3,4,2015,4/3/2015
1,unwatereded,82,Maripa pamensis  ,lia,-0.461,-1.8,,,,20.764,11,3,2015,3/11/2015
1,unwatereded,82,Maripa pamensis  ,lia,-0.467,-1.307,,,,20.9744,8,5,2015,5/8/2015
1,unwatereded,82,Maripa pamensis  ,lia,-0.182,-1.008,,,,58.11,3,9,2015,9/3/2015
1,unwatereded,82,Maripa pamensis  ,lia,-0.178,-0.792,13.3,0.341,39.00293255,,13,10,2015,10/13/2015
1,unwatereded,83,Crescentia cujete  ,tree,-0.262,-0.762,5.36,0.119,45.04201681,,13,10,2015,10/13/2015
1,unwatereded,92,Dipteryx oleifera  ,tree,-0.595,-2.342,,,,16.6612,3,4,2015,4/3/2015
1,unwatereded,92,Dipteryx oleifera  ,tree,-3.2,-4.207,,,,18.8178,11,3,2015,3/11/2015
1,unwatereded,92,Dipteryx oleifera  ,tree,-0.258,-1.606,,,,25.6558,4,5,2015,5/4/2015
1,unwatereded,92,Dipteryx oleifera  ,tree,-0.257,-1.13,,,,53.6916,3,9,2015,9/3/2015
1,unwatereded,95,Paullinia pinta  ,lia,-0.994,-1.741,,,,19.0808,10,4,2015,4/10/2015
1,unwatereded,95,Paullinia pinta  ,lia,-0.401,-1.601,,,,23.2888,4,3,2015,3/4/2015
1,unwatereded,95,Paullinia pinta  ,lia,-0.45,-1.991,,,,23.2888,11,5,2015,5/11/2015
1,unwatereded,95,Paullinia pinta  ,lia,-0.122,-1.213,,,,54.2702,3,9,2015,9/3/2015
1,unwatereded,100,Davilla kunthii,lia,-0.528,-2.34,,,,17.4502,4,3,2015,3/4/2015
1,unwatereded,100,Davilla kunthii,lia,-1.521,-3.284,,,,21.1322,3,4,2015,4/3/2015
1,unwatereded,100,Davilla kunthii,lia,-0.212,-1.533,,,,23.394,8,5,2015,5/8/2015
1,unwatereded,100,Davilla kunthii,lia,-0.022,-1.062,,,,44.9074,3,9,2015,9/3/2015
4,unwatereded,302,Crescentia cujete  ,tree,-0.74,-1.178,,,,19.6914,3,4,2015,4/3/2015
4,unwatereded,302,Crescentia cujete  ,tree,-0.953,-1.503,,,,19.9102,2,3,2015,3/2/2015
4,unwatereded,302,Crescentia cujete  ,tree,-0.491,-1.247,,,,27.6776,12,5,2015,5/12/2015
4,unwatereded,302,Crescentia cujete  ,tree,-0.054,-1.188,,,,56.0122,3,9,2015,9/3/2015
4,unwatereded,306,Callichlamys latifolia  ,lia,-0.297,-1.524,,,,21.5512,9,3,2015,3/9/2015
4,unwatereded,306,Callichlamys latifolia  ,lia,-0.282,-0.972,,,,21.77,8,4,2015,4/8/2015
4,unwatereded,306,Callichlamys latifolia  ,lia,-0.543,-1.841,6.86,0.0435,157.7011494,21.77,14,3,2016,3/14/2016
4,unwatereded,306,Callichlamys latifolia  ,lia,-0.251,-0.451,,,,28.8263,8,5,2015,5/8/2015
4,unwatereded,306,Callichlamys latifolia  ,lia,-0.207,-1.888,,,,52.949,4,9,2015,9/4/2015
4,unwatereded,306,Callichlamys latifolia  ,lia,-0.246,-1.238,13.8,0.38,36.31578947,,13,10,2015,10/13/2015
4,unwatereded,313,Swietenia macrophylla ,tree,-1.003,-2.512,,,,22.6452,11,4,2015,4/11/2015
4,unwatereded,313,Swietenia macrophylla ,tree,-1.334,-2.904,,,,23.1375,13,3,2015,3/13/2015
4,unwatereded,313,Swietenia macrophylla ,tree,-0.764,-0.942,,,,30.3032,11,5,2015,5/11/2015
4,unwatereded,313,Swietenia macrophylla ,tree,-0.318,-0.439,,,,50.214,3,9,2015,9/3/2015
4,unwatereded,318,Doliocarpus major ,lia,-2.182,-3.15,,,,23.3016,4,4,2015,4/4/2015
4,unwatereded,318,Doliocarpus major ,lia,-1,-3.463,,,,23.958,9,3,2015,3/9/2015
4,unwatereded,318,Doliocarpus major ,lia,-0.372,-3.444,2.72,0.0222,122.5225225,24.0674,14,3,2016,3/14/2016
4,unwatereded,318,Doliocarpus major ,lia,-0.22,-1.087,,,,27.2947,8,5,2015,5/8/2015
4,unwatereded,318,Doliocarpus major ,lia,-0.144,-1.717,,,,56.5592,3,9,2015,9/3/2015
4,unwatereded,318,Doliocarpus major ,lia,-0.232,-0.662,7.36,0.361,20.38781163,,13,10,2015,10/13/2015
4,unwatereded,319,Termilia amazonia  ,tree,-2.173,-3.208,,,,20.676,13,3,2015,3/13/2015
4,unwatereded,319,Termilia amazonia  ,tree,-2.416,-3.211,,,,21.0589,10,4,2015,4/10/2015
4,unwatereded,319,Termilia amazonia  ,tree,-1.163,-2.866,3.37,0.0166,203.0120482,22.9734,14,3,2016,3/14/2016
4,unwatereded,319,Termilia amazonia  ,tree,-0.321,-1.274,,,,31.5066,6,5,2015,5/6/2015
4,unwatereded,319,Termilia amazonia  ,tree,-0.313,-1.26,,,,48.7371,3,9,2015,9/3/2015
4,unwatereded,319,Termilia amazonia  ,tree,-0.146,-1.171,7.25,0.172,42.15116279,,13,10,2015,10/13/2015
4,unwatereded,320,Davilla kunthii,lia,-0.632,-1.581,,,,21.7153,10,4,2015,4/10/2015
4,unwatereded,320,Davilla kunthii,lia,-0.161,-3.178,7.51,0.0773,97.15394567,21.8794,14,3,2016,3/14/2016
4,unwatereded,320,Davilla kunthii,lia,-0.098,-1.002,,,,32.3818,4,5,2015,5/4/2015
4,unwatereded,320,Davilla kunthii,lia,-0.782,-1.922,,,,33.804,11,3,2015,3/11/2015
4,unwatereded,320,Davilla kunthii,lia,-0.192,-0.972,,,,53.2772,3,9,2015,9/3/2015
4,unwatereded,320,Davilla kunthii,lia,-0.073,-0.533,15.7,0.312,50.32051282,,13,10,2015,10/13/2015
4,unwatereded,324,Dipteryx oleifera  ,tree,-1.68,-3.781,5.37,0.0657,81.73515982,19.9102,14,3,2016,3/14/2016
4,unwatereded,324,Dipteryx oleifera  ,tree,-1.597,-3.9,,,,22.317,3,3,2015,3/3/2015
4,unwatereded,324,Dipteryx oleifera  ,tree,-2.716,-3.042,,,,22.6452,4,4,2015,4/4/2015
4,unwatereded,324,Dipteryx oleifera  ,tree,-0.277,-0.604,,,,31.069,6,5,2015,5/6/2015
4,unwatereded,324,Dipteryx oleifera  ,tree,-0.39,-0.489,,,,46.8773,3,9,2015,9/3/2015
4,unwatereded,324,Dipteryx oleifera  ,tree,-0.129,-1.573,8.65,0.187,46.25668449,,13,10,2015,10/13/2015
4,unwatereded,329,Doliocarpus major ,lia,-3.26,-3.622,,,,23.0828,7,4,2015,4/7/2015
4,unwatereded,329,Doliocarpus major ,lia,-1.102,-3.801,,,,23.958,11,3,2015,3/11/2015
4,unwatereded,329,Doliocarpus major ,lia,-0.145,-0.967,,,,30.7408,5,5,2015,5/5/2015
4,unwatereded,329,Doliocarpus major ,lia,-0.11,-0.502,,,,44.197,3,9,2015,9/3/2015
4,unwatereded,330,Davilla kunthii,lia,-2.203,-2.752,5.67,0.0274,206.9343066,21.4965,6,4,2015,4/6/2015
4,unwatereded,330,Davilla kunthii,lia,-1.868,-2.231,,,,21.77,13,3,2015,3/13/2015
4,unwatereded,330,Davilla kunthii,lia,-0.294,-1.186,,,,32.2724,6,5,2015,5/6/2015
4,unwatereded,330,Davilla kunthii,lia,-0.098,-0.787,,,,55.684,3,9,2015,9/3/2015
4,unwatereded,349,Crescentia cujete  ,tree,-1.769,-2.879,2.17,0.0123,176.4227642,21.4418,14,3,2016,3/14/2016
4,unwatereded,349,Crescentia cujete  ,tree,-1.767,-3.007,,,,21.4965,9,3,2015,3/9/2015
4,unwatereded,349,Crescentia cujete  ,tree,-1.572,-1.831,,,,23.6298,4,4,2015,4/4/2015
4,unwatereded,349,Crescentia cujete  ,tree,-0.625,-1.263,,,,30.3032,11,5,2015,5/11/2015
4,unwatereded,349,Crescentia cujete  ,tree,-0.389,-1.485,,,,53.9883,3,9,2015,9/3/2015
4,unwatereded,349,Crescentia cujete  ,tree,-0.118,-1.716,9.28,0.195,47.58974359,,13,10,2015,10/13/2015
4,unwatereded,358,Termilia amazonia  ,tree,-1.3,-2,,,,22.7546,13,4,2015,4/13/2015
4,unwatereded,358,Termilia amazonia  ,tree,-1.374,-2.144,,,,24.7238,7,3,2015,3/7/2015
4,unwatereded,358,Termilia amazonia  ,tree,-0.26,-0.737,,,,29.975,5,5,2015,5/5/2015
4,unwatereded,358,Termilia amazonia  ,tree,-0.344,-1.358,,,,52.6208,3,9,2015,9/3/2015
4,unwatereded,359,Machaerium milleflorum ,lia,-0.426,-2.65,12.5,0.157,79.61783439,20.2384,14,3,2016,3/14/2016
4,unwatereded,359,Machaerium milleflorum ,lia,-0.633,-1.202,,,,21.223,7,4,2015,4/7/2015
4,unwatereded,359,Machaerium milleflorum ,lia,-0.156,-1.802,,,,21.3324,2,3,2015,3/2/2015
4,unwatereded,359,Machaerium milleflorum ,lia,-0.395,-0.432,,,,28.1699,9,5,2015,5/9/2015
4,unwatereded,359,Machaerium milleflorum ,lia,-0.318,-1.443,,,,53.2772,3,9,2015,9/3/2015
4,unwatereded,359,Machaerium milleflorum ,lia,-0.213,-1.024,18.1,0.446,40.58295964,,13,10,2015,10/13/2015
4,unwatereded,363,Paullinia pinta  ,lia,-0.628,-2.394,,,,21.5512,13,3,2015,3/13/2015
4,unwatereded,363,Paullinia pinta  ,lia,-0.685,-1.654,,,,26.5836,3,4,2015,4/3/2015
4,unwatereded,363,Paullinia pinta  ,lia,-0.155,-1.723,,,,31.5066,4,5,2015,5/4/2015
4,unwatereded,363,Paullinia pinta  ,lia,-0.329,-0.893,,,,56.6139,3,9,2015,9/3/2015
4,unwatereded,382,Dipteryx oleifera  ,tree,-1.87,-4.107,,,,19.2538,8,4,2015,4/8/2015
4,unwatereded,382,Dipteryx oleifera  ,tree,-0.782,-0.93,,,,22.6452,2,3,2015,3/2/2015
4,unwatereded,382,Dipteryx oleifera  ,tree,-0.431,-0.792,,,,23.3016,11,5,2015,5/11/2015
4,unwatereded,382,Dipteryx oleifera  ,tree,-0.099,-1.432,,,,49.8858,3,9,2015,9/3/2015
4,unwatereded,383,Maripa pamensis  ,lia,-0.202,-1.582,,,,21.0042,4,3,2015,3/4/2015
4,unwatereded,383,Maripa pamensis  ,lia,-0.922,-1.554,,,,22.2076,7,4,2015,4/7/2015
4,unwatereded,383,Maripa pamensis  ,lia,-0.301,-1.001,,,,27.7323,9,5,2015,5/9/2015
4,unwatereded,383,Maripa pamensis  ,lia,-0.125,-1.391,,,,57.6532,3,9,2015,9/3/2015
4,unwatereded,385,Maripa pamensis  ,lia,-0.513,-1.864,,,,19.2538,13,3,2015,3/13/2015
4,unwatereded,385,Maripa pamensis  ,lia,-0.58,-1.222,,,,19.8008,11,4,2015,4/11/2015
4,unwatereded,385,Maripa pamensis  ,lia,-0.731,-1.409,2.18,0.0004,5450,22.317,14,3,2016,3/14/2016
4,unwatereded,385,Maripa pamensis  ,lia,-0.125,-0.574,,,,26.2007,5,5,2015,5/5/2015
4,unwatereded,385,Maripa pamensis  ,lia,-0.065,-1.256,,,,59.5677,3,9,2015,9/3/2015
4,unwatereded,385,Maripa pamensis  ,lia,-0.154,-1.594,11.6,0.289,40.1384083,,13,10,2015,10/13/2015
4,unwatereded,388,Swietenia macrophylla ,tree,-2.87,-4.932,,,,19.8008,8,4,2015,4/8/2015
4,unwatereded,388,Swietenia macrophylla ,tree,-2.34,-3.689,1.48,0.122,12.13114754,20.3478,14,3,2016,3/14/2016
4,unwatereded,388,Swietenia macrophylla ,tree,-1.635,-1.689,,,,24.0674,4,3,2015,3/4/2015
4,unwatereded,388,Swietenia macrophylla ,tree,-0.643,-1.643,,,,27.24,12,5,2015,5/12/2015
4,unwatereded,388,Swietenia macrophylla ,tree,-0.47,-0.698,,,,51.5268,3,9,2015,9/3/2015
4,unwatereded,388,Swietenia macrophylla ,tree,-0.254,-0.763,12,0.281,42.70462633,,13,10,2015,10/13/2015
4,unwatereded,389,Paullinia pinta  ,lia,-0.652,-2.383,,,,21.3871,13,4,2015,4/13/2015
4,unwatereded,389,Paullinia pinta  ,lia,-0.972,-2.336,,,,23.2469,9,3,2015,3/9/2015
